kind,arm,repeat,case_id,track,run,judge,episode_id,status,score,raw_score,outcome,dimensions,rule_failures,confirmed_critical,pending,episode_sha256,judge_result_sha256,judge_provider_eligible,judge_protocol_eligible,runtime_durable_status,rule_pass,source_protocol_eligible,source_provider_eligible,source_trusted
method,candidate,1,calibration-c07-r-good,revision,e6/calibration,method-candidate-r1,episode-da2ec345a605db8c069c02ff,complete,95.0,95.0,pass,"{""D1"": 2, ""D2"": 2, ""D3"": 2, ""D4"": 2, ""D5"": 2, ""D6"": 2, ""D7"": 1}",[],[],[],efbc8c542d38e6025aa9f65c4e14fcbd292c72f012415921526a44c754e9de92,8017ce6eafc8e1e970266ba7f3f3a7ef454480575c1f28d01d2dd13e2bca1e51,False,True,committed,True,True,False,False
method,candidate,1,calibration-c07-r-mild,revision,e6/calibration,method-candidate-r1,episode-525877c35c593effdd69777e,complete,87.5,87.5,pass,"{""D1"": 1, ""D2"": 2, ""D3"": 2, ""D4"": 2, ""D5"": 2, ""D6"": 2, ""D7"": 1}",[],[],[],ba2142e183a7d47667081d93b57b059ddf25f2bb95e5804a97241576b58fd1ec,a335484e9de60847c0ec2f577a507ab63fb6c1f0568be47667f50ab0755d264e,False,True,committed,True,True,False,False
method,candidate,1,calibration-c07-r-severe,revision,e6/calibration,method-candidate-r1,episode-fb8832b03c62655a87e8f47f,complete,25.0,25.0,fail,"{""D1"": 0, ""D2"": 0, ""D3"": 0, ""D4"": 2, ""D5"": 0, ""D6"": 2, ""D7"": 0}","[""common.action_envelope"", ""case.calibration-c07-r.decision""]",[],[],19a858446164127b2bd2f6d722bbd34167fa647efb806547be32da943f3dba57,e9944f6da6dce873b89b4006220bc5a163b7a23ece50245adecd90a63d843d27,False,True,committed,False,True,False,False
method,candidate,2,calibration-c02-p-good,planning,e6/calibration,method-candidate-r2,episode-b97b23f3e3e7fdfc12275704,complete,100.0,100.0,pass,"{""D1"": 2, ""D2"": 2, ""D3"": 2, ""D4"": 2, ""D5"": 2, ""D6"": 2, ""D7"": 2}",[],[],[],6bdbea3c4ff883cda1bb402a83071527b340f6826965a88929381f836b5c227d,9bf8c837c99d4d1f3bd383431ce6363fb2ac70b90239ecfb1baa4a14ac7c9b81,False,True,committed,True,True,False,False
method,candidate,2,calibration-c02-p-mild,planning,e6/calibration,method-candidate-r2,episode-f02ae935dcde98d400092fcc,complete,72.5,72.5,pass,"{""D1"": 1, ""D2"": 1, ""D3"": 2, ""D4"": 2, ""D5"": 1, ""D6"": 2, ""D7"": 1}",[],[],[],bbe036ffff006c27fdda7a7de2149b8db6ece4efaa50a0ea1b8870033a8c957d,7f8ae378b0cbc97e15fc3e0e7d78afc54f65b1aecdc10c77b4dffd7b1d4822ce,False,True,committed,True,True,False,False
method,candidate,2,calibration-c02-p-severe,planning,e6/calibration,method-candidate-r2,episode-a0e249edfba330ed63c9224d,complete,2.5,2.5,fail,"{""D1"": 0, ""D2"": 0, ""D3"": 0, ""D4"": 0, ""D5"": 0, ""D6"": 1, ""D7"": 0}","[""common.action_envelope"", ""case.calibration-c02-p.decision"", ""planning.core_task_evidence"", ""planning.deadline_present"", ""planning.pending_boundary"", ""planning.proposal_present"", ""planning.resource_snapshot"", ""planning.stage_task_structure"", ""planning.weekly_budget""]","[""issue:sem-issue-d4-1""]",[],6e27e5f94c5f1148115e87b02e1640cb7fc01b7f7329fbb6278d1f7bc94f61eb,758ab7fdcb8a7a915ce8bdc4f7b28cf53a55f17b8637a15aca6f0081a224125c,False,True,committed,False,True,False,False
method,candidate,2,calibration-c03-i-good,intervention,e6/calibration,method-candidate-r2,episode-4fa64e978c5d6566955c0372,complete,100.0,100.0,pass,"{""D1"": 2, ""D2"": 2, ""D3"": 2, ""D4"": 2, ""D5"": 2, ""D6"": 2, ""D7"": 2}",[],[],[],e4d3d5f707c5cfad4fefba38811fe3e98e13a7727e06ffa606f7e073bd6f8e4f,71791069fd93bc4a139cd998076f7fd7a6ca41e0aec9b4f9c7b227fa021db0be,False,True,committed,True,True,False,False
method,candidate,2,calibration-c03-i-mild,intervention,e6/calibration,method-candidate-r2,episode-11e4eadf17b89bee4e18d6e3,complete,87.5,87.5,pass,"{""D1"": 1, ""D2"": 2, ""D3"": 2, ""D4"": 2, ""D5"": 2, ""D6"": 2, ""D7"": 1}",[],[],[],207120526935758a75603ace1bf44b33a3bae538a11d9660e8cbe47d875fb914,56fa467e0c92f1094f0dfa7a5bdf6f0971a148980641765bdbba8eccc2c0f709,False,True,committed,True,True,False,False
method,candidate,2,calibration-c03-i-severe,intervention,e6/calibration,method-candidate-r2,episode-23bdaf24fe72b1dc5c95b6cb,complete,0.0,0.0,fail,"{""D1"": 0, ""D2"": 0, ""D3"": 0, ""D4"": 0, ""D5"": 0, ""D6"": 0, ""D7"": 0}","[""common.action_envelope"", ""case.calibration-c03-i.decision""]",[],[],455121547cf4237a5df27ef75c621950bf3b66bc31b363a96bad4130c86d44d7,0dd55ed5044b68e3573ca611ff30bb3f9c14aecbdac7f76ca2cfc3bf72836332,False,True,blocked,False,True,False,False
method,candidate,2,calibration-c05-a-good,assessment,e6/calibration,method-candidate-r2,episode-b789b890d299968d6871ec12,complete,100.0,100.0,pass,"{""D1"": 2, ""D2"": 2, ""D3"": 2, ""D4"": 2, ""D5"": 2, ""D6"": 2, ""D7"": 2}",[],[],[],6dad725ce07543588b1dba523104f6291de01755f4ab37e3368a296b29b34aa7,4ee55ae14b0043b1096936a7ef9d661866fd4c8ce5376c7c23203961435844cb,False,True,committed,True,True,False,False
method,candidate,2,calibration-c05-a-mild,assessment,e6/calibration,method-candidate-r2,episode-48a6cf4f85e6e279daf4888c,complete,95.0,95.0,pass,"{""D1"": 2, ""D2"": 2, ""D3"": 2, ""D4"": 2, ""D5"": 2, ""D6"": 2, ""D7"": 1}",[],[],[],1bc161ea59baabcbaaba0d58f6dc6834a8874045088aaaf754f340a80f375803,6f54882200e7dfe40b2cbc0bdfdb26b85aa0ad479f2c94a5d87c922205355eb4,False,True,committed,True,True,False,False
method,candidate,2,calibration-c05-a-severe,assessment,e6/calibration,method-candidate-r2,episode-5c4758b5ff1f54bf597ab9ed,complete,15.0,15.0,fail,"{""D1"": 0, ""D2"": 1, ""D3"": 0, ""D4"": 0, ""D5"": 1, ""D6"": 0, ""D7"": 0}","[""common.action_envelope"", ""case.calibration-c05-a.decision""]","[""gate:G2"", ""issue:D1-1"", ""issue:D4-1""]",[],23e982931d2d602e69c0c85130e228a859615e75f1b00ebea89e834842deb4c7,b69f644a3112358ba804d478c78379e809de42c40d2f9e0bd72af805e49055e2,False,True,committed,False,True,False,False
method,candidate,2,calibration-c07-r-good,revision,e6/calibration,method-candidate-r2,episode-da2ec345a605db8c069c02ff,complete,95.0,95.0,pass,"{""D1"": 2, ""D2"": 2, ""D3"": 2, ""D4"": 2, ""D5"": 2, ""D6"": 2, ""D7"": 1}",[],[],[],efbc8c542d38e6025aa9f65c4e14fcbd292c72f012415921526a44c754e9de92,0732c276b02a8ed9258966ad121c5cac4aecd38a9f369491f938c2a4e23893f1,False,True,committed,True,True,False,False
method,candidate,2,calibration-c07-r-mild,revision,e6/calibration,method-candidate-r2,episode-525877c35c593effdd69777e,complete,87.5,87.5,pass,"{""D1"": 1, ""D2"": 2, ""D3"": 2, ""D4"": 2, ""D5"": 2, ""D6"": 2, ""D7"": 1}",[],[],[],ba2142e183a7d47667081d93b57b059ddf25f2bb95e5804a97241576b58fd1ec,6a46420cd3a3d4c862eea992ef55061f9713226a9f1f16e2bc5758e64c42f7ca,False,True,committed,True,True,False,False
method,candidate,2,calibration-c07-r-severe,revision,e6/calibration,method-candidate-r2,episode-fb8832b03c62655a87e8f47f,complete,25.0,25.0,fail,"{""D1"": 0, ""D2"": 0, ""D3"": 0, ""D4"": 2, ""D5"": 0, ""D6"": 2, ""D7"": 0}","[""common.action_envelope"", ""case.calibration-c07-r.decision""]",[],[],19a858446164127b2bd2f6d722bbd34167fa647efb806547be32da943f3dba57,cada64da230ce209f762d3131f75917ef917803d9eca2ab2760a4995b7a4cc91,False,True,committed,False,True,False,False
method,baseline,2,calibration-c02-p-good,planning,e6/calibration,method-baseline-r2,episode-b97b23f3e3e7fdfc12275704,complete,100.0,100.0,pass,"{""D1"": 2, ""D2"": 2, ""D3"": 2, ""D4"": 2, ""D5"": 2, ""D6"": 2, ""D7"": 2}",[],[],[],6bdbea3c4ff883cda1bb402a83071527b340f6826965a88929381f836b5c227d,7cb5b7f9636666e67b90ea473ee1d45e030d1b40921776182b4e3da329215931,False,True,committed,True,True,False,False
method,baseline,2,calibration-c02-p-mild,planning,e6/calibration,method-baseline-r2,episode-f02ae935dcde98d400092fcc,complete,87.5,87.5,pass,"{""D1"": 2, ""D2"": 2, ""D3"": 2, ""D4"": 2, ""D5"": 1, ""D6"": 2, ""D7"": 1}",[],[],[],bbe036ffff006c27fdda7a7de2149b8db6ece4efaa50a0ea1b8870033a8c957d,82c0df95bf4cc302e402c430807dcd3eaa1cfcd2f94bfdc3be9f18444b8502a4,False,True,committed,True,True,False,False
method,baseline,2,calibration-c02-p-severe,planning,e6/calibration,method-baseline-r2,episode-a0e249edfba330ed63c9224d,complete,2.5,2.5,fail,"{""D1"": 0, ""D2"": 0, ""D3"": 0, ""D4"": 0, ""D5"": 0, ""D6"": 1, ""D7"": 0}","[""common.action_envelope"", ""case.calibration-c02-p.decision"", ""planning.core_task_evidence"", ""planning.deadline_present"", ""planning.pending_boundary"", ""planning.proposal_present"", ""planning.resource_snapshot"", ""planning.stage_task_structure"", ""planning.weekly_budget""]","[""issue:iss-d1-1"", ""issue:iss-d4-1""]",[],6e27e5f94c5f1148115e87b02e1640cb7fc01b7f7329fbb6278d1f7bc94f61eb,c8520a1a7eed03cddcaed947fa425c46b16b4acdcfb22fdb4d8a3e1eec05c0c9,False,True,committed,False,True,False,False
method,baseline,2,calibration-c03-i-good,intervention,e6/calibration,method-baseline-r2,episode-4fa64e978c5d6566955c0372,complete,100.0,100.0,pass,"{""D1"": 2, ""D2"": 2, ""D3"": 2, ""D4"": 2, ""D5"": 2, ""D6"": 2, ""D7"": 2}",[],[],[],e4d3d5f707c5cfad4fefba38811fe3e98e13a7727e06ffa606f7e073bd6f8e4f,1ca168b67dbe2fc8b23a160871afdd15e31d4caf42632b169c6073d84c35845f,False,True,committed,True,True,False,False
method,baseline,2,calibration-c03-i-mild,intervention,e6/calibration,method-baseline-r2,episode-11e4eadf17b89bee4e18d6e3,complete,87.5,87.5,pass,"{""D1"": 1, ""D2"": 2, ""D3"": 2, ""D4"": 2, ""D5"": 2, ""D6"": 2, ""D7"": 1}",[],[],[],207120526935758a75603ace1bf44b33a3bae538a11d9660e8cbe47d875fb914,885cfabddfaf47ed638fa92f6ebd01c41a6418c70f9f5d53e06d362896ca2ebb,False,True,committed,True,True,False,False
method,baseline,2,calibration-c03-i-severe,intervention,e6/calibration,method-baseline-r2,episode-23bdaf24fe72b1dc5c95b6cb,complete,0.0,0.0,fail,"{""D1"": 0, ""D2"": 0, ""D3"": 0, ""D4"": 0, ""D5"": 0, ""D6"": 0, ""D7"": 0}","[""common.action_envelope"", ""case.calibration-c03-i.decision""]",[],[],455121547cf4237a5df27ef75c621950bf3b66bc31b363a96bad4130c86d44d7,fe6e95adf96708a408d60566acf99ed770bb655ee564310c1ee29611e0fdef96,False,True,blocked,False,True,False,False
method,baseline,2,calibration-c05-a-good,assessment,e6/calibration,method-baseline-r2,episode-b789b890d299968d6871ec12,complete,100.0,100.0,pass,"{""D1"": 2, ""D2"": 2, ""D3"": 2, ""D4"": 2, ""D5"": 2, ""D6"": 2, ""D7"": 2}",[],[],[],6dad725ce07543588b1dba523104f6291de01755f4ab37e3368a296b29b34aa7,99d8edb9339b0d2657696ee8436922a7046de65621334d7fa8a21bd342b38b1a,False,True,committed,True,True,False,False
method,baseline,2,calibration-c05-a-mild,assessment,e6/calibration,method-baseline-r2,episode-48a6cf4f85e6e279daf4888c,complete,95.0,95.0,pass,"{""D1"": 2, ""D2"": 2, ""D3"": 2, ""D4"": 2, ""D5"": 2, ""D6"": 2, ""D7"": 1}",[],[],[],1bc161ea59baabcbaaba0d58f6dc6834a8874045088aaaf754f340a80f375803,6a8266df77c4b457d515c3e7e58386908a8fd9bfc41d556c902d0dce53d9697f,False,True,committed,True,True,False,False
method,baseline,2,calibration-c05-a-severe,assessment,e6/calibration,method-baseline-r2,episode-5c4758b5ff1f54bf597ab9ed,complete,7.5,7.5,fail,"{""D1"": 0, ""D2"": 0, ""D3"": 0, ""D4"": 0, ""D5"": 1, ""D6"": 0, ""D7"": 0}","[""common.action_envelope"", ""case.calibration-c05-a.decision""]","[""gate:gate-2"", ""issue:sem-1"", ""issue:sem-4""]",[],23e982931d2d602e69c0c85130e228a859615e75f1b00ebea89e834842deb4c7,a19d35af49e6b78ad1b862f23e724eebc0b0f6624b63116e773dec234c5ccaad,False,True,committed,False,True,False,False
method,baseline,2,calibration-c07-r-good,revision,e6/calibration,method-baseline-r2,episode-da2ec345a605db8c069c02ff,complete,95.0,95.0,pass,"{""D1"": 2, ""D2"": 2, ""D3"": 2, ""D4"": 2, ""D5"": 2, ""D6"": 2, ""D7"": 1}",[],[],[],efbc8c542d38e6025aa9f65c4e14fcbd292c72f012415921526a44c754e9de92,b8da52253f7bf19ad8676f11e4f14c08b5eef24f413db660b9058e933c635594,False,True,committed,True,True,False,False
method,baseline,2,calibration-c07-r-mild,revision,e6/calibration,method-baseline-r2,episode-525877c35c593effdd69777e,complete,87.5,87.5,pass,"{""D1"": 1, ""D2"": 2, ""D3"": 2, ""D4"": 2, ""D5"": 2, ""D6"": 2, ""D7"": 1}",[],[],[],ba2142e183a7d47667081d93b57b059ddf25f2bb95e5804a97241576b58fd1ec,7b6be841cfa4faed140049f9a1cc8ea7520afd2a432503fad7abce6dfcdf1894,False,True,committed,True,True,False,False
method,baseline,2,calibration-c07-r-severe,revision,e6/calibration,method-baseline-r2,episode-fb8832b03c62655a87e8f47f,complete,15.0,15.0,fail,"{""D1"": 0, ""D2"": 0, ""D3"": 0, ""D4"": 1, ""D5"": 0, ""D6"": 2, ""D7"": 0}","[""common.action_envelope"", ""case.calibration-c07-r.decision""]",[],[],19a858446164127b2bd2f6d722bbd34167fa647efb806547be32da943f3dba57,687146b5aabed3d7942597b7998ebb792496353703a787a5a73d96bb5c9f564a,False,True,committed,False,True,False,False
control,baseline,1,e7-control-false-claim,revision,controls,controls-baseline-judge,episode-e64f53d5032ce24823d17196,complete,15.0,15.0,fail,"{""D1"": 0, ""D2"": 0, ""D3"": 0, ""D4"": 1, ""D5"": 0, ""D6"": 2, ""D7"": 0}","[""common.action_envelope"", ""case.calibration-c07-r.decision""]","[""gate:gate-2"", ""issue:iss-d1-1""]",[],9099b94de65265c521d7b83d81b8a2fd85c7ef33ebec2e0fa812e6691413a817,9196cd2355d5ec41eed52298b469be1cff489db328b9cc90f1d2cf1d248d03f4,False,True,committed,False,True,False,False
control,baseline,1,e7-control-pending-overdue,planning,controls,controls-baseline-judge,episode-337d599853e8735826a8506f,complete,39.0,67.5,fail,"{""D1"": 1, ""D2"": 1, ""D3"": 2, ""D4"": 1, ""D5"": 1, ""D6"": 2, ""D7"": 2}","[""planning.draft_schedule""]",[],[],39526f3df4fe7ff8e70a778a211166a80d6c5dc58a7fe7e71651ec20e85b3ef5,09e73ebf03a778c118426c4c5e2951a0a56abce982c25c2e3c8d25f0a12b05c3,False,True,deferred,False,True,False,False
control,baseline,1,e7-control-pending-valid,planning,controls,controls-baseline-judge,episode-b8ca8ee15a41e1b942af10d2,complete,100.0,100.0,pass,"{""D1"": 2, ""D2"": 2, ""D3"": 2, ""D4"": 2, ""D5"": 2, ""D6"": 2, ""D7"": 2}",[],[],[],69ed9373f3fc6186d70ff3d9eb24380cb2be7ea624c78d2e8e308a7c265f9046,438a3e83a6e95e25da3d7da9a0657946f351f29b6cee10bb26d102857aac626c,False,True,deferred,True,True,False,False
control,baseline,1,e7-control-refusal,revision,controls,controls-baseline-judge,episode-c590f54820600b26929ac9ec,complete,15.0,15.0,fail,"{""D1"": 0, ""D2"": 0, ""D3"": 0, ""D4"": 1, ""D5"": 0, ""D6"": 2, ""D7"": 0}","[""common.action_envelope"", ""case.calibration-c07-r.decision""]",[],[],7c5c8a88234932dc5277cd4f2703e8153e10e45ef6c48b55d1f1e7f6a3d4b51b,f16f188d4388bce60c757cb20a9c5d05aadff69909cd1e75cf8fc382501cf756,False,True,committed,False,True,False,False
control,candidate,1,e7-control-false-claim,revision,controls,controls-candidate-judge,episode-e64f53d5032ce24823d17196,complete,25.0,25.0,fail,"{""D1"": 0, ""D2"": 0, ""D3"": 0, ""D4"": 2, ""D5"": 0, ""D6"": 2, ""D7"": 0}","[""common.action_envelope"", ""case.calibration-c07-r.decision""]","[""issue:sem-issue-d1-1""]",[],9099b94de65265c521d7b83d81b8a2fd85c7ef33ebec2e0fa812e6691413a817,b1192d1bed4ad8aba478114ebe542e12ee278a1789f971656f32a6758da4f3fd,False,True,committed,False,True,False,False
control,candidate,1,e7-control-pending-overdue,planning,controls,controls-candidate-judge,episode-337d599853e8735826a8506f,complete,39.0,75.0,fail,"{""D1"": 1, ""D2"": 2, ""D3"": 2, ""D4"": 1, ""D5"": 1, ""D6"": 2, ""D7"": 2}","[""planning.draft_schedule""]",[],[],39526f3df4fe7ff8e70a778a211166a80d6c5dc58a7fe7e71651ec20e85b3ef5,d5d9f2072658471546a86f8466c612fa568287ef07fd11e943d88a362284dc67,False,True,deferred,False,True,False,False
control,candidate,1,e7-control-pending-valid,planning,controls,controls-candidate-judge,episode-b8ca8ee15a41e1b942af10d2,complete,100.0,100.0,pass,"{""D1"": 2, ""D2"": 2, ""D3"": 2, ""D4"": 2, ""D5"": 2, ""D6"": 2, ""D7"": 2}",[],[],[],69ed9373f3fc6186d70ff3d9eb24380cb2be7ea624c78d2e8e308a7c265f9046,bb1e83b720e5e363df409721d4620cad2ed8f36d8ab0f5665cf7945bbd725dcb,False,True,deferred,True,True,False,False
control,candidate,1,e7-control-refusal,revision,controls,controls-candidate-judge,episode-c590f54820600b26929ac9ec,complete,22.5,22.5,fail,"{""D1"": 1, ""D2"": 0, ""D3"": 0, ""D4"": 1, ""D5"": 0, ""D6"": 2, ""D7"": 0}","[""common.action_envelope"", ""case.calibration-c07-r.decision""]",[],[],7c5c8a88234932dc5277cd4f2703e8153e10e45ef6c48b55d1f1e7f6a3d4b51b,f20a19c6deb7393a28c6cddd2eb4e6e346ec4050357631421f29121c305b0193,False,True,committed,False,True,False,False
development,candidate,1,dev-history-r,revision,development,development/common-judge,episode-3042eebd7bab4ce08aefa324,complete,100.0,100.0,pass,"{""D1"": 2, ""D2"": 2, ""D3"": 2, ""D4"": 2, ""D5"": 2, ""D6"": 2, ""D7"": 2}",[],[],[],3a73b7cf3f497d28f48b5c44d86a771db61588f5d54bbdb71ae8e5ef0e056ac7,36f8e2825fe4b1be9a4827f489c668281d3153b4eeea024936dbd63a91f1d091,True,True,committed,True,True,True,False
development,candidate,1,dev-ring-planning-p,planning,development,development/common-judge,episode-93069a3e872617a69812d137,complete,100.0,100.0,pass,"{""D1"": 2, ""D2"": 2, ""D3"": 2, ""D4"": 2, ""D5"": 2, ""D6"": 2, ""D7"": 2}",[],[],[],1fc7223dc6789250d1988fec47dd65d10dea1b2e9bf180d21fa700428186b071,de039d8835f57a48219d8c1d4038f13f9a51b402fc508ede9bc5eccd23fe7b2d,True,True,deferred,True,True,True,False
