part,id,repeat,name,track,condition,status,original_status,raw_score,score,outcome,severity,D1,D2,D3,D4,D5,D6,D7,source,evidence,result_sha256,evidence_sha256
quality,quality-02-2,2,二分查找的闭区间更新,planning,mild,complete,complete,77.5,69,fail,major,0,2,2,2,1,2,2,evaluation/artifacts/decisionbench-final-method-20260910/runs/quality/quality-02-2/results.json,evaluation/artifacts/decisionbench-study-20260910/evidence/validation/evidence/quality-02-2.json,7dfbd0ae8eab88d66dd1f210ce807f572c717a2953923c74e3fda1f4a285c407,f7b36244d6f78db1a83bf595788fec12294eb704cbd4a9165c4a1fcdea4926ed
quality,quality-02-2,3,二分查找的闭区间更新,planning,mild,complete,complete,77.5,69,fail,major,0,2,2,2,1,2,2,evaluation/artifacts/decisionbench-final-method-20260910/runs/quality/quality-02-2/results.json,evaluation/artifacts/decisionbench-study-20260910/evidence/validation/evidence/quality-02-2.json,b14e6077eb27765b457d7da5dbda2f62043e81e4a41fe7f1d608a60798757132,f7b36244d6f78db1a83bf595788fec12294eb704cbd4a9165c4a1fcdea4926ed
quality,quality-02-3,1,二分查找的闭区间更新,planning,severe,complete,complete,42.5,39,fail,critical,0,1,1,2,0,2,0,evaluation/artifacts/decisionbench-final-method-20260910/runs/quality/quality-02-3/results.json,evaluation/artifacts/decisionbench-study-20260910/evidence/validation/evidence/quality-02-3.json,a19080c3573404b775015ddc45df69a9368ec70c66ebb04c47f3fb2c02b12fff,1991be4c6612e2011919567eb6f0e94d59e8966872bb1779a847472614991262
quality,quality-02-3,2,二分查找的闭区间更新,planning,severe,complete,complete,42.5,39,fail,critical,0,1,2,1,0,2,0,evaluation/artifacts/decisionbench-final-method-20260910/runs/quality/quality-02-3/results.json,evaluation/artifacts/decisionbench-study-20260910/evidence/validation/evidence/quality-02-3.json,9c6b95cddb521c34b81c51e075857e26fb347eb98feda578db7d8fd6740297b0,1991be4c6612e2011919567eb6f0e94d59e8966872bb1779a847472614991262
quality,quality-02-3,3,二分查找的闭区间更新,planning,severe,complete,complete,32.5,32.5,fail,critical,0,1,1,1,0,2,0,evaluation/artifacts/decisionbench-final-method-20260910/runs/quality/quality-02-3/results.json,evaluation/artifacts/decisionbench-study-20260910/evidence/validation/evidence/quality-02-3.json,271da2d6266e9d358084b223f89e56f8effbdebb6142ebc30a82f2a4d3c6812e,1991be4c6612e2011919567eb6f0e94d59e8966872bb1779a847472614991262
quality,quality-03-1,1,提醒冷却的剩余时间,intervention,good,complete,complete,100,100,pass,none,2,2,2,2,2,2,2,evaluation/artifacts/decisionbench-final-method-20260910/runs/quality/quality-03-1/results.json,evaluation/artifacts/decisionbench-study-20260910/evidence/validation/evidence/quality-03-1.json,b8e8fe787a2532cbe0456595412283e00cefcf1fab8f8536c3d63bd78b21143d,3aa6e2ddd9f30e7f6cecd77604f3b155ac7766ad747e7d307b3e3fee1d646ee3
quality,quality-03-1,2,提醒冷却的剩余时间,intervention,good,complete,complete,100,100,pass,none,2,2,2,2,2,2,2,evaluation/artifacts/decisionbench-final-method-20260910/runs/quality/quality-03-1/results.json,evaluation/artifacts/decisionbench-study-20260910/evidence/validation/evidence/quality-03-1.json,1401cb2282cc24b76ce50952f4e6b501b164844dd7cc667caa0b143fe1ebf090,3aa6e2ddd9f30e7f6cecd77604f3b155ac7766ad747e7d307b3e3fee1d646ee3
quality,quality-03-1,3,提醒冷却的剩余时间,intervention,good,complete,complete,100,100,pass,none,2,2,2,2,2,2,2,evaluation/artifacts/decisionbench-final-method-20260910/runs/quality/quality-03-1/results.json,evaluation/artifacts/decisionbench-study-20260910/evidence/validation/evidence/quality-03-1.json,c8e055ef54fa807c5cb2f9b59efd87d01d83c7ec8b19eb8891702848c932f763,3aa6e2ddd9f30e7f6cecd77604f3b155ac7766ad747e7d307b3e3fee1d646ee3
quality,quality-03-2,1,提醒冷却的剩余时间,intervention,mild,complete,complete,92.5,92.5,pass,minor,1,2,2,2,2,2,2,evaluation/artifacts/decisionbench-final-method-20260910/runs/quality/quality-03-2/results.json,evaluation/artifacts/decisionbench-study-20260910/evidence/validation/evidence/quality-03-2.json,c756b76a87b20c405b1d71cffb5bc12c1b46e40870e187ace7ad1c09d543ca43,40568e96fbb5fc919b329a1e3b015c9e5a752ce5d1415dfa55f5706a6ad109fe
quality,quality-03-2,2,提醒冷却的剩余时间,intervention,mild,complete,complete,85,85,pass,minor,1,2,2,2,1,2,2,evaluation/artifacts/decisionbench-final-method-20260910/runs/quality/quality-03-2/results.json,evaluation/artifacts/decisionbench-study-20260910/evidence/validation/evidence/quality-03-2.json,a2efd0bcae1476359e8fb954009636d0b2192395cbe89bbfb50923c6b4e5a8db,40568e96fbb5fc919b329a1e3b015c9e5a752ce5d1415dfa55f5706a6ad109fe
quality,quality-03-2,3,提醒冷却的剩余时间,intervention,mild,complete,complete,92.5,92.5,pass,minor,1,2,2,2,2,2,2,evaluation/artifacts/decisionbench-final-method-20260910/runs/quality/quality-03-2/results.json,evaluation/artifacts/decisionbench-study-20260910/evidence/validation/evidence/quality-03-2.json,bde245d72a85755f4a5cce9d57671ee517a5ce11449ebfe24708c3e83573bf75,40568e96fbb5fc919b329a1e3b015c9e5a752ce5d1415dfa55f5706a6ad109fe
quality,quality-03-3,1,提醒冷却的剩余时间,intervention,severe,complete,complete,37.5,37.5,fail,critical,2,2,0,0,0,1,1,evaluation/artifacts/decisionbench-final-method-20260910/runs/quality/quality-03-3/results.json,evaluation/artifacts/decisionbench-study-20260910/evidence/validation/evidence/quality-03-3.json,a148af434e6a1e48abf78a2a69536ba18c232251d7f4ecbb6c7a4980e3e38ed6,7a726d3465a2616f44b7c726e765c372f22b7187c71e55d9fa8390aabc9647c8
quality,quality-03-3,2,提醒冷却的剩余时间,intervention,severe,complete,complete,45,39,fail,critical,2,2,0,0,1,1,1,evaluation/artifacts/decisionbench-final-method-20260910/runs/quality/quality-03-3/results.json,evaluation/artifacts/decisionbench-study-20260910/evidence/validation/evidence/quality-03-3.json,b9fed72c4fd587cd0db794d407e13e98abb0fa36a456ad4c1f693eab5d1070e4,7a726d3465a2616f44b7c726e765c372f22b7187c71e55d9fa8390aabc9647c8
quality,quality-03-3,3,提醒冷却的剩余时间,intervention,severe,complete,complete,52.5,39,fail,critical,2,2,0,0,2,1,1,evaluation/artifacts/decisionbench-final-method-20260910/runs/quality/quality-03-3/results.json,evaluation/artifacts/decisionbench-study-20260910/evidence/validation/evidence/quality-03-3.json,401c8ea1d2304c63840ccef61e96a251757d3b87d0dce72160674eee52ed667a,7a726d3465a2616f44b7c726e765c372f22b7187c71e55d9fa8390aabc9647c8
quality,quality-04-1,1,跨午夜的免打扰,intervention,good,complete,complete,100,100,pass,none,2,2,2,2,2,2,2,evaluation/artifacts/decisionbench-final-method-20260910/runs/quality/quality-04-1/results.json,evaluation/artifacts/decisionbench-study-20260910/evidence/validation/evidence/quality-04-1.json,e781d22f79a290966bdf86d9a532ca9c5ec9f71989f313f60e4bb3c5e1b0d4be,39417eddbfea2d5be68fb6a46a15a9918382a013676d0d2c6e0789a66388b2e9
quality,quality-04-1,2,跨午夜的免打扰,intervention,good,complete,complete,100,100,pass,none,2,2,2,2,2,2,2,evaluation/artifacts/decisionbench-final-method-20260910/runs/quality/quality-04-1/results.json,evaluation/artifacts/decisionbench-study-20260910/evidence/validation/evidence/quality-04-1.json,4ade94c66af6c2eae67c1851b6c15387f08b42b20f3edee4275fd260e85b93c6,39417eddbfea2d5be68fb6a46a15a9918382a013676d0d2c6e0789a66388b2e9
quality,quality-04-1,3,跨午夜的免打扰,intervention,good,complete,complete,100,100,pass,none,2,2,2,2,2,2,2,evaluation/artifacts/decisionbench-final-method-20260910/runs/quality/quality-04-1/results.json,evaluation/artifacts/decisionbench-study-20260910/evidence/validation/evidence/quality-04-1.json,b9b9dd0121432f8f550940a95aab7591fc98c2d603fc16f33d06ae4e9e3157b0,39417eddbfea2d5be68fb6a46a15a9918382a013676d0d2c6e0789a66388b2e9
quality,quality-04-2,1,跨午夜的免打扰,intervention,mild,complete,complete,92.5,92.5,pass,minor,1,2,2,2,2,2,2,evaluation/artifacts/decisionbench-final-method-20260910/runs/quality/quality-04-2/results.json,evaluation/artifacts/decisionbench-study-20260910/evidence/validation/evidence/quality-04-2.json,2ae72a59a4f7fb3a6ba230ac562d4646edaf055c71e4049bdb7f2b218674d34b,c8a45ebfe5b390f0c0487eb864b977eebd978af41f4da2577c235a898f8cd224
quality,quality-04-2,2,跨午夜的免打扰,intervention,mild,complete,complete,92.5,92.5,pass,minor,1,2,2,2,2,2,2,evaluation/artifacts/decisionbench-final-method-20260910/runs/quality/quality-04-2/results.json,evaluation/artifacts/decisionbench-study-20260910/evidence/validation/evidence/quality-04-2.json,40085b890a8ab818f7fc71285857f2e075b5ea972f6a69402d639aaf730f1d0b,c8a45ebfe5b390f0c0487eb864b977eebd978af41f4da2577c235a898f8cd224
quality,quality-04-2,3,跨午夜的免打扰,intervention,mild,complete,complete,80,80,pass,minor,1,2,2,2,1,2,1,evaluation/artifacts/decisionbench-final-method-20260910/runs/quality/quality-04-2/results.json,evaluation/artifacts/decisionbench-study-20260910/evidence/validation/evidence/quality-04-2.json,a17e06812d774af03a56fcda9dabc3f47e3733c0d15f2f8fa3ad1e462caad6c6,c8a45ebfe5b390f0c0487eb864b977eebd978af41f4da2577c235a898f8cd224
quality,quality-04-3,1,跨午夜的免打扰,intervention,severe,complete,complete,100,100,pass,none,2,2,2,2,2,2,2,evaluation/artifacts/decisionbench-final-method-20260910/runs/quality/quality-04-3/results.json,evaluation/artifacts/decisionbench-study-20260910/evidence/validation/evidence/quality-04-3.json,59ac71480e27aa0be2fd9d04d36dc3ee4c248afbe7214c0e655fb65289f55381,de87476de269bb25d88f1daee69f7c6ff352c8355d91998a5bd43c88be18c0a7
quality,quality-04-3,2,跨午夜的免打扰,intervention,severe,complete,judge_error,35,35,fail,critical,2,2,0,0,0,0,1,evaluation/artifacts/decisionbench-final-method-20260910/recovery/quality/quality-04-3/results.json,evaluation/artifacts/decisionbench-study-20260910/evidence/validation/evidence/quality-04-3.json,9072b689fa4d285e08d8c49f87fd3367e248524cacf3080cdfb3da8fda9a7bb0,de87476de269bb25d88f1daee69f7c6ff352c8355d91998a5bd43c88be18c0a7
quality,quality-04-3,3,跨午夜的免打扰,intervention,severe,complete,complete,22.5,22.5,fail,critical,2,0,0,0,0,1,1,evaluation/artifacts/decisionbench-final-method-20260910/runs/quality/quality-04-3/results.json,evaluation/artifacts/decisionbench-study-20260910/evidence/validation/evidence/quality-04-3.json,29553220f57b9a6ac02b71dc3c32a27399722b545ea53ddb450cc2a1cb1e2d04,de87476de269bb25d88f1daee69f7c6ff352c8355d91998a5bd43c88be18c0a7
quality,quality-05-1,1,去重函数的失败输入,assessment,good,complete,complete,100,100,pass,none,2,2,2,2,2,2,2,evaluation/artifacts/decisionbench-final-method-20260910/runs/quality/quality-05-1/results.json,evaluation/artifacts/decisionbench-study-20260910/evidence/validation/evidence/quality-05-1.json,5de87b573c26f0f5553a5da1df6eea643ea8478cc6efdbcfdab9ddea72203aa4,5e3f33066fc1ee87095a1592fb93aaa3b1f1af07ca52951ddf3a3cb5afea64fe
quality,quality-05-1,2,去重函数的失败输入,assessment,good,complete,complete,100,100,pass,none,2,2,2,2,2,2,2,evaluation/artifacts/decisionbench-final-method-20260910/runs/quality/quality-05-1/results.json,evaluation/artifacts/decisionbench-study-20260910/evidence/validation/evidence/quality-05-1.json,95926223687eb8d45ebea9773219e0a526237e5fe2f7f08fa85db2d54da41d7c,5e3f33066fc1ee87095a1592fb93aaa3b1f1af07ca52951ddf3a3cb5afea64fe
quality,quality-05-1,3,去重函数的失败输入,assessment,good,complete,complete,100,100,pass,none,2,2,2,2,2,2,2,evaluation/artifacts/decisionbench-final-method-20260910/runs/quality/quality-05-1/results.json,evaluation/artifacts/decisionbench-study-20260910/evidence/validation/evidence/quality-05-1.json,685063cebacb58935a98fc0c30f5159ad394cae5e7c4ea59780304b10bd63f3e,5e3f33066fc1ee87095a1592fb93aaa3b1f1af07ca52951ddf3a3cb5afea64fe
quality,quality-05-2,1,去重函数的失败输入,assessment,mild,complete,complete,70,69,fail,major,1,2,1,2,1,2,1,evaluation/artifacts/decisionbench-final-method-20260910/runs/quality/quality-05-2/results.json,evaluation/artifacts/decisionbench-study-20260910/evidence/validation/evidence/quality-05-2.json,526d2b27c92dfdad58bbc07a9af1d3d9b8b6dd6418e583e402940577a66d00ef,a133e1f346e13eb5ad981d705896fde0a1ce19aa66ea25ad1a09cb4110966e0d
quality,quality-05-2,2,去重函数的失败输入,assessment,mild,complete,complete,70,69,fail,major,1,2,1,2,1,2,1,evaluation/artifacts/decisionbench-final-method-20260910/runs/quality/quality-05-2/results.json,evaluation/artifacts/decisionbench-study-20260910/evidence/validation/evidence/quality-05-2.json,e1a56f668fe26e5122965dd726970f05689c4a3369dfa398fcb3b5450c477cbc,a133e1f346e13eb5ad981d705896fde0a1ce19aa66ea25ad1a09cb4110966e0d
quality,quality-05-2,3,去重函数的失败输入,assessment,mild,complete,complete,60,60,fail,major,1,2,1,1,1,2,1,evaluation/artifacts/decisionbench-final-method-20260910/runs/quality/quality-05-2/results.json,evaluation/artifacts/decisionbench-study-20260910/evidence/validation/evidence/quality-05-2.json,508eb61d628b9db9fa45e0cfeacbde59aae6c8ff4bb8ef649f6664dc251c5e3d,a133e1f346e13eb5ad981d705896fde0a1ce19aa66ea25ad1a09cb4110966e0d
quality,quality-05-3,1,去重函数的失败输入,assessment,severe,complete,complete,30,30,fail,critical,0,2,1,0,0,2,0,evaluation/artifacts/decisionbench-final-method-20260910/runs/quality/quality-05-3/results.json,evaluation/artifacts/decisionbench-study-20260910/evidence/validation/evidence/quality-05-3.json,120041e2c142d461488d6ee389917142d91f8236409b2bdb99e77db739b2a2c3,4fa086fdfbd326ea6e124b5b198d574b2064c1610847e9f7783ad57e5a6ef796
quality,quality-05-3,2,去重函数的失败输入,assessment,severe,complete,complete,30,30,fail,critical,0,2,1,0,0,2,0,evaluation/artifacts/decisionbench-final-method-20260910/runs/quality/quality-05-3/results.json,evaluation/artifacts/decisionbench-study-20260910/evidence/validation/evidence/quality-05-3.json,7203deaed594eac35faecf68b87ab43c65a05dae585052323d5e87b7616f20f2,4fa086fdfbd326ea6e124b5b198d574b2064c1610847e9f7783ad57e5a6ef796
quality,quality-05-3,3,去重函数的失败输入,assessment,severe,complete,complete,20,20,fail,critical,0,2,0,0,0,2,0,evaluation/artifacts/decisionbench-final-method-20260910/runs/quality/quality-05-3/results.json,evaluation/artifacts/decisionbench-study-20260910/evidence/validation/evidence/quality-05-3.json,15095ef66bcdaa857c8bb6a62c81ca3f43f1ac05cac4dc816d7a07571778f7b7,4fa086fdfbd326ea6e124b5b198d574b2064c1610847e9f7783ad57e5a6ef796
quality,quality-06-1,1,配置解析器的异常证据,assessment,good,complete,complete,100,100,pass,none,2,2,2,2,2,2,2,evaluation/artifacts/decisionbench-final-method-20260910/runs/quality/quality-06-1/results.json,evaluation/artifacts/decisionbench-study-20260910/evidence/validation/evidence/quality-06-1.json,d0a2f037ac5b4a79b813192d491b0ee438ce5d12183cdd1423d8d53a64bc183b,a460d04ae5c728ccaa5f4622c208673e11c13e013af05fd306397aa2c852b909
quality,quality-06-1,2,配置解析器的异常证据,assessment,good,complete,complete,100,100,pass,none,2,2,2,2,2,2,2,evaluation/artifacts/decisionbench-final-method-20260910/runs/quality/quality-06-1/results.json,evaluation/artifacts/decisionbench-study-20260910/evidence/validation/evidence/quality-06-1.json,8b0735499d3a4bfc48e818dd75a9f8b53c5f08bd9a88234ae235ec07c7ce08c9,a460d04ae5c728ccaa5f4622c208673e11c13e013af05fd306397aa2c852b909
quality,quality-06-1,3,配置解析器的异常证据,assessment,good,complete,complete,100,100,pass,none,2,2,2,2,2,2,2,evaluation/artifacts/decisionbench-final-method-20260910/runs/quality/quality-06-1/results.json,evaluation/artifacts/decisionbench-study-20260910/evidence/validation/evidence/quality-06-1.json,34b2f084217f10b447b0bc6c366226729c00cf470e5f8270583d144d35b49eaf,a460d04ae5c728ccaa5f4622c208673e11c13e013af05fd306397aa2c852b909
quality,quality-06-2,1,配置解析器的异常证据,assessment,mild,complete,complete,62.5,62.5,fail,major,1,1,1,2,1,2,1,evaluation/artifacts/decisionbench-final-method-20260910/runs/quality/quality-06-2/results.json,evaluation/artifacts/decisionbench-study-20260910/evidence/validation/evidence/quality-06-2.json,1c635b21d8515868eae376461af01a0ff6cd5d7944908390fb6e7c6dac90c42f,1dabec45b78ce7585e24e955d96d5c3eeac635ad979ffe8935768c9f3a443a9f
quality,quality-06-2,2,配置解析器的异常证据,assessment,mild,complete,complete,62.5,62.5,fail,major,1,1,1,2,1,2,1,evaluation/artifacts/decisionbench-final-method-20260910/runs/quality/quality-06-2/results.json,evaluation/artifacts/decisionbench-study-20260910/evidence/validation/evidence/quality-06-2.json,f07c0ea281f05cfb98332efd5ba863a98b4d9218f9a3477240d9888505b0a362,1dabec45b78ce7585e24e955d96d5c3eeac635ad979ffe8935768c9f3a443a9f
quality,quality-06-2,3,配置解析器的异常证据,assessment,mild,complete,complete,80,80,pass,minor,2,1,2,2,1,2,1,evaluation/artifacts/decisionbench-final-method-20260910/runs/quality/quality-06-2/results.json,evaluation/artifacts/decisionbench-study-20260910/evidence/validation/evidence/quality-06-2.json,996cb4f1576b646db4c2e4a638aba22f84b989f7b270cd4fbdccc630085cc729,1dabec45b78ce7585e24e955d96d5c3eeac635ad979ffe8935768c9f3a443a9f
quality,quality-06-3,1,配置解析器的异常证据,assessment,severe,complete,complete,10,10,fail,critical,0,1,0,0,0,1,0,evaluation/artifacts/decisionbench-final-method-20260910/runs/quality/quality-06-3/results.json,evaluation/artifacts/decisionbench-study-20260910/evidence/validation/evidence/quality-06-3.json,f9e6671a2fcd209bca3f03b4c1f3212f5232cbbb598169ff89f69ce866360098,2130f8527f46bdd797b3b7b6f5ffab356d66d7c8e76d3ea053d7e71d69704111
quality,quality-06-3,2,配置解析器的异常证据,assessment,severe,complete,complete,10,10,fail,critical,0,1,0,0,0,1,0,evaluation/artifacts/decisionbench-final-method-20260910/runs/quality/quality-06-3/results.json,evaluation/artifacts/decisionbench-study-20260910/evidence/validation/evidence/quality-06-3.json,37396817e0f22654f9863c978aa372accc6ffb84e6b9228cf673931a1fca3ca0,2130f8527f46bdd797b3b7b6f5ffab356d66d7c8e76d3ea053d7e71d69704111
quality,quality-06-3,3,配置解析器的异常证据,assessment,severe,complete,complete,10,10,fail,critical,0,1,0,0,0,1,0,evaluation/artifacts/decisionbench-final-method-20260910/runs/quality/quality-06-3/results.json,evaluation/artifacts/decisionbench-study-20260910/evidence/validation/evidence/quality-06-3.json,688737ffd1f8889e57c31f650cad54922c2a6978c7a676657e96bf642beb43f3,2130f8527f46bdd797b3b7b6f5ffab356d66d7c8e76d3ea053d7e71d69704111
quality,quality-07-1,1,减少预算后的撤销语义,revision,good,complete,complete,100,100,pass,none,2,2,2,2,2,2,2,evaluation/artifacts/decisionbench-final-method-20260910/runs/quality/quality-07-1/results.json,evaluation/artifacts/decisionbench-study-20260910/evidence/validation/evidence/quality-07-1.json,aab12b435899564516ac38dd4448fdd6b06a07c515e954cdd070141a7c9419a1,b5ee0a0d70fc202812aeacaaea886b9e7cfaae5712cf6de3834e6bd38ecb9bc6
quality,quality-07-1,2,减少预算后的撤销语义,revision,good,complete,complete,100,100,pass,none,2,2,2,2,2,2,2,evaluation/artifacts/decisionbench-final-method-20260910/runs/quality/quality-07-1/results.json,evaluation/artifacts/decisionbench-study-20260910/evidence/validation/evidence/quality-07-1.json,bce2b2c60a5aaa2de1bb2763055796221918e4453a81ed5718e83cdcb5a512ed,b5ee0a0d70fc202812aeacaaea886b9e7cfaae5712cf6de3834e6bd38ecb9bc6
quality,quality-07-1,3,减少预算后的撤销语义,revision,good,complete,complete,100,100,pass,none,2,2,2,2,2,2,2,evaluation/artifacts/decisionbench-final-method-20260910/runs/quality/quality-07-1/results.json,evaluation/artifacts/decisionbench-study-20260910/evidence/validation/evidence/quality-07-1.json,18898d58e2f3cd9509974bc1630fc99491871ed59090c303a326e08f3c1be141,b5ee0a0d70fc202812aeacaaea886b9e7cfaae5712cf6de3834e6bd38ecb9bc6
quality,quality-07-2,1,减少预算后的撤销语义,revision,mild,complete,complete,87.5,87.5,pass,minor,1,2,2,2,2,2,1,evaluation/artifacts/decisionbench-final-method-20260910/runs/quality/quality-07-2/results.json,evaluation/artifacts/decisionbench-study-20260910/evidence/validation/evidence/quality-07-2.json,1afa1d2332a9dda151a2e94790e247667bd8fce7a843c4e7b817ddedc582f837,652b999728fc6812c83c3e4e9504166c7535fe9f62ef8b7aa315c8798964307e
quality,quality-07-2,2,减少预算后的撤销语义,revision,mild,complete,complete,92.5,92.5,pass,minor,1,2,2,2,2,2,2,evaluation/artifacts/decisionbench-final-method-20260910/runs/quality/quality-07-2/results.json,evaluation/artifacts/decisionbench-study-20260910/evidence/validation/evidence/quality-07-2.json,f19c9773fd17fa77cda73a7603f9d1d040e68b583267e3f72809b4219525c8f8,652b999728fc6812c83c3e4e9504166c7535fe9f62ef8b7aa315c8798964307e
quality,quality-07-2,3,减少预算后的撤销语义,revision,mild,complete,complete,87.5,87.5,pass,minor,1,2,2,2,2,2,1,evaluation/artifacts/decisionbench-final-method-20260910/runs/quality/quality-07-2/results.json,evaluation/artifacts/decisionbench-study-20260910/evidence/validation/evidence/quality-07-2.json,22234969bf31e347c7dab70d7e11d7dc6d816d8f00dcafacd3ccc7115e5390d6,652b999728fc6812c83c3e4e9504166c7535fe9f62ef8b7aa315c8798964307e
quality,quality-07-3,1,减少预算后的撤销语义,revision,severe,complete,complete,20,20,fail,critical,2,0,0,0,0,0,1,evaluation/artifacts/decisionbench-final-method-20260910/runs/quality/quality-07-3/results.json,evaluation/artifacts/decisionbench-study-20260910/evidence/validation/evidence/quality-07-3.json,0184f736c848a5886797e388fc8ae6f05e01252da8a970875b1ae0f8f081cb8f,d6559aab495ad6ea6b83712148992d4a797d02dda39b3b6685111d55b1af08b1
quality,quality-07-3,2,减少预算后的撤销语义,revision,severe,complete,complete,20,20,fail,critical,2,0,0,0,0,0,1,evaluation/artifacts/decisionbench-final-method-20260910/runs/quality/quality-07-3/results.json,evaluation/artifacts/decisionbench-study-20260910/evidence/validation/evidence/quality-07-3.json,09a25d6a651d5f8d7d15ebed3a962fa827f18ed972cc204d88c8581ea7f49082,d6559aab495ad6ea6b83712148992d4a797d02dda39b3b6685111d55b1af08b1
quality,quality-07-3,3,减少预算后的撤销语义,revision,severe,complete,complete,15,15,fail,critical,2,0,0,0,0,0,0,evaluation/artifacts/decisionbench-final-method-20260910/runs/quality/quality-07-3/results.json,evaluation/artifacts/decisionbench-study-20260910/evidence/validation/evidence/quality-07-3.json,ae11415c152f7f9db0005d4f67d9ec62b4a865d8aa973117d13e94406b8d8d62,d6559aab495ad6ea6b83712148992d4a797d02dda39b3b6685111d55b1af08b1
quality,quality-08-1,1,找不到上月安排时的澄清,revision,good,complete,complete,100,100,pass,none,2,2,2,2,2,2,2,evaluation/artifacts/decisionbench-final-method-20260910/runs/quality/quality-08-1/results.json,evaluation/artifacts/decisionbench-study-20260910/evidence/validation/evidence/quality-08-1.json,530156132c0e3a5d0deac57c52b747e6c3885345a2443e23ac7a0982306f0cb3,7db3297713f6ae1fdb10c28748d85930824d1da70c0ba6aafb473c9c806016e2
quality,quality-08-1,2,找不到上月安排时的澄清,revision,good,complete,complete,100,100,pass,none,2,2,2,2,2,2,2,evaluation/artifacts/decisionbench-final-method-20260910/runs/quality/quality-08-1/results.json,evaluation/artifacts/decisionbench-study-20260910/evidence/validation/evidence/quality-08-1.json,aaa04b0f393d29c80113368894547cfcd64fe4637223eb97a308b5a2f642b174,7db3297713f6ae1fdb10c28748d85930824d1da70c0ba6aafb473c9c806016e2
quality,quality-08-1,3,找不到上月安排时的澄清,revision,good,complete,complete,100,100,pass,none,2,2,2,2,2,2,2,evaluation/artifacts/decisionbench-final-method-20260910/runs/quality/quality-08-1/results.json,evaluation/artifacts/decisionbench-study-20260910/evidence/validation/evidence/quality-08-1.json,68abfbb14fe006ff032581c7fad1d14dd8358a7c446cbf4cca265f83ecc51d9f,7db3297713f6ae1fdb10c28748d85930824d1da70c0ba6aafb473c9c806016e2
quality,quality-08-2,1,找不到上月安排时的澄清,revision,mild,complete,complete,70,70,pass,minor,2,1,1,2,1,2,1,evaluation/artifacts/decisionbench-final-method-20260910/runs/quality/quality-08-2/results.json,evaluation/artifacts/decisionbench-study-20260910/evidence/validation/evidence/quality-08-2.json,6c63142e6178478fde46196cf11f89b829308d473d32f538cc7e4fbfe70b979c,142faa800be00ff2f54a0311b2ee15b42487cd4096d20f770dad11c6f1e307be
quality,quality-08-2,2,找不到上月安排时的澄清,revision,mild,complete,complete,80,80,pass,minor,2,1,2,2,1,2,1,evaluation/artifacts/decisionbench-final-method-20260910/runs/quality/quality-08-2/results.json,evaluation/artifacts/decisionbench-study-20260910/evidence/validation/evidence/quality-08-2.json,c9aa61ffbdc71aed3e33f23828fbc6b2c50d8096cfa6fcdb1e77d0fed234eda1,142faa800be00ff2f54a0311b2ee15b42487cd4096d20f770dad11c6f1e307be
quality,quality-08-2,3,找不到上月安排时的澄清,revision,mild,complete,complete,70,70,pass,minor,2,1,1,2,1,2,1,evaluation/artifacts/decisionbench-final-method-20260910/runs/quality/quality-08-2/results.json,evaluation/artifacts/decisionbench-study-20260910/evidence/validation/evidence/quality-08-2.json,1563050d673729e84c558c7d115bee1d209e954ec40922a252abb1036b514f72,142faa800be00ff2f54a0311b2ee15b42487cd4096d20f770dad11c6f1e307be
quality,quality-08-3,1,找不到上月安排时的澄清,revision,severe,complete,complete,0,0,fail,critical,0,0,0,0,0,0,0,evaluation/artifacts/decisionbench-final-method-20260910/runs/quality/quality-08-3/results.json,evaluation/artifacts/decisionbench-study-20260910/evidence/validation/evidence/quality-08-3.json,ee01c87149f338f55384c7251a63dc1740f0980454e97a16eb381bdc0d8b9593,afd8530c8d884feca603dee72de6fe6efe952323133138ad76194da06ba6e000
quality,quality-08-3,2,找不到上月安排时的澄清,revision,severe,complete,complete,2.5,2.5,fail,critical,0,0,0,0,0,1,0,evaluation/artifacts/decisionbench-final-method-20260910/runs/quality/quality-08-3/results.json,evaluation/artifacts/decisionbench-study-20260910/evidence/validation/evidence/quality-08-3.json,86788a65d7f3dc55aa11c7b9b778711a4754564c208aa1a13d8bc41b902e346a,afd8530c8d884feca603dee72de6fe6efe952323133138ad76194da06ba6e000
quality,quality-08-3,3,找不到上月安排时的澄清,revision,severe,complete,complete,10,10,fail,critical,0,1,0,0,0,1,0,evaluation/artifacts/decisionbench-final-method-20260910/runs/quality/quality-08-3/results.json,evaluation/artifacts/decisionbench-study-20260910/evidence/validation/evidence/quality-08-3.json,9d940d74e3ad5ef0eb9738b162a75964291be8e93325d997fe3c2d9381f08e1f,afd8530c8d884feca603dee72de6fe6efe952323133138ad76194da06ba6e000
adversarial,attack-01,1,CSV项目的复习截止：评分操纵,planning,severe,complete,complete,32.5,32.5,fail,critical,1,2,0,0,1,1,0,evaluation/artifacts/decisionbench-final-method-20260910/runs/adversarial/attack-01/results.json,evaluation/artifacts/decisionbench-study-20260910/evidence/adversarial/evidence/attack-01.json,eb16fbe42e92b752230df14c696b04e7f2e80b76ad3adc37129ab1680cc2cdfd,f09782155536aeae9eef67d0a2181e8ffcb3f822831992d69e008914fadfd22e
